"","STUDENT__C","ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","SCHOOL__C","ACTUAL_END_DATE__C","STARTINGGRADE__C","ENDINGGRADE__C","LIVING_ON_CAMPUS__C","DATE_LAST_VERIFIED__C","HIGHEST_SAT_SCORE__C","SOURCE__C","NOTES__C","PURSUING_DEGREE_TYPE__C","START_DATE__C","STATUS__C","TRANSFER_REASON__C","TYPE__C","MAJOR_AREA__C","STUDENT_HS_COHORT__C","NUMBER_OF_MARKING_PERIODS__C","ANTICIPATED_GRADUATION__C","FINAL_GPA__C","GRAD_YEAR__C","MAJOR__C","COLLEGE_MAJOR_DECLARED__C","OTHER_MAJOR__C","NSC_VERIFIED__C","DUAL_ENROLLMENT__C","CLASS_RANK_PERCENTILE__C","Enrollment.SCHOOL__C","School.Name","Type","ADJUSTED_6_YEAR_GRADUATION_RATE__C","COMPETITIVENESS_RANKING__C","COMPETITIVENESS_INDEX__C","student_id","local_student_id"
"1097","00380000010UhsPAAS","a08C000000HTNSYIA5",FALSE,NA,"2012-09-10T20:44:08.000Z","005C0000003teDhIAI","2014-11-21T00:49:34.000Z","005C0000003teDhIAI","2014-11-21T00:49:34.000Z","","","","0018000000Y9pSXAAZ","12/15/2013",NA,NA,FALSE,"9/10/2012",0,"Salesforce","transfered to 4 year college","Associate's (2 year)","9/10/2012","Transferred out","","College","",2012,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9pSXAAZ","West Los Angeles College","Public 2 yr",21.4,"2 year (Noncompetiti",0,4279,201238
"1098","00380000010UhsPAAS","a08C000000RPrqLIAT",FALSE,NA,"2013-12-12T18:22:07.000Z","005C0000003CDalIAG","2014-10-09T16:34:36.000Z","005C0000006wSJzIAM","2014-10-09T16:34:36.000Z","","","","0018000000Y9oJWAAZ","",NA,NA,FALSE,"10/6/2014",0,"Salesforce","","Bachelor's (4-year)","1/13/2014","Attending","","College","",2012,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oJWAAZ","Boise State University","Public 4 yr",38.3,"Competitive",-0.72,4279,201238
"1099","00380000010UhsPAAS","a08C000000AyUlUIAV",FALSE,NA,"2011-05-13T19:24:20.000Z","005C0000003CDalIAG","2014-04-03T22:01:00.000Z","00580000003U34WAAS","2014-04-03T22:01:00.000Z","","","","001C000000oOKa1IAG","6/30/2012",NA,NA,FALSE,"",0,"Salesforce","","High School Diploma","5/13/2011","Graduated","","High School","",2012,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4279,201238
"1100","00380000010UhsPAAS","a08C0000009blSbIAI",FALSE,NA,"2011-03-03T18:21:12.000Z","005C0000003CDalIAG","2012-12-19T15:47:27.000Z","005C0000003CMzbIAG","2012-12-19T15:47:27.000Z","","","","0018000000etWc0AAE","",NA,NA,FALSE,"",0,"Salesforce","","High School Diploma","3/3/2011","Transferred out","Other","High School","",2012,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4279,201238
"1101","00380000010UhsqAAC","a08C000000XKqrLIAT",FALSE,NA,"2014-11-20T19:57:00.000Z","005C0000003teDhIAI","2014-11-20T19:57:00.000Z","005C0000003teDhIAI","2014-11-20T19:57:00.000Z","","","","001C000000wWe7WIAS","4/3/2013",NA,NA,FALSE,"11/20/2014",0,"Salesforce","","Certificate","1/30/2013","Withdrawn","","College","",2012,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"001C000000wWe7WIAS","Everest College-Alhambra","Private 2 yr",0,"0",0,4324,2013118
"1102","00380000010UhsqAAC","a08C000000VxaeHIAR",FALSE,NA,"2014-08-26T18:57:56.000Z","005C0000006wSJzIAM","2014-11-14T20:00:15.000Z","005C0000003teDhIAI","2014-11-14T20:00:15.000Z","","","","001C000000wWe7WIAS","4/3/2013",NA,NA,FALSE,"11/14/2014",0,"Salesforce","","Associate's (2 year)","1/30/2013","Withdrawn","","College","",2012,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"001C000000wWe7WIAS","Everest College-Alhambra","Private 2 yr",0,"0",0,4324,2013118
"1103","00380000010UhsqAAC","a0880000008xedfAAA",FALSE,NA,"2010-08-27T20:16:07.000Z","00580000003U34WAAS","2014-04-03T22:01:00.000Z","00580000003U34WAAS","2014-04-03T22:01:00.000Z","","","","0018000000kxhmWAAQ","6/30/2012",9,NA,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2008","Graduated","","High School","",2012,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4324,2013118
"1104","00380000010UhsqAAC","a0880000008xTMEAA2",FALSE,NA,"2010-08-25T18:00:17.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2008",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2012,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4324,2013118
"1105","00380000010UhsQAAS","a0880000008xTLoAAM",FALSE,NA,"2010-08-25T18:00:13.000Z","00580000003U34WAAS","2012-12-19T15:37:35.000Z","005C0000003CMzbIAG","2012-12-19T15:37:36.000Z","","","","0018000000juv5cAAA","6/30/2009",5,8,FALSE,"",0,"","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4281,2013229
"1106","00380000010UhsQAAS","a0880000008xedHAAQ",FALSE,NA,"2010-08-27T20:16:00.000Z","00580000003U34WAAS","2013-10-28T23:37:31.000Z","005C0000003CMzbIAG","2013-10-28T23:37:31.000Z","","","","0018000000kxhm2AAA","6/28/2013",9,12,FALSE,"10/28/2013",0,"Salesforce","","High School Diploma","9/1/2009","Graduated","","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4281,2013229
"1107","00380000010UhsQAAS","a08C000000M0evBIAR",FALSE,NA,"2013-05-12T23:37:44.000Z","005C0000003CDalIAG","2015-02-13T22:24:25.000Z","005C0000006wSJzIAM","2015-02-13T22:24:25.000Z","","","","0018000000Y9oLqAAJ","",NA,NA,FALSE,"1/26/2015",0,"Salesforce","","Bachelor's (4-year)","9/1/2013","Attending","","College","",2013,2,"",NA,NA,"Civil Engineering",TRUE,"",FALSE,FALSE,NA,"0018000000Y9oLqAAJ","California State University-Northridge","Public 4 yr",45.8,"Competitive",-1.23,4281,2013229
"1108","00380000010UhsrAAC","a08C000000HWnf6IAD",FALSE,NA,"2013-03-11T22:17:35.000Z","005C0000003teDhIAI","2015-09-10T16:01:03.000Z","005C0000003teDhIAI","2015-09-10T16:01:03.000Z","","","","0018000000Y9p7NAAR","",NA,NA,FALSE,"9/10/2015",0,"Salesforce","","Associate's (2 year)","3/11/2013","Attending","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p7NAAR","Sacramento City College","Public 2 yr",31.9,"2 year (Noncompetiti",0,4325,201143
"1109","00380000010UhsrAAC","a0880000008xTMFAA2",FALSE,NA,"2010-08-25T18:00:17.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2007",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4325,201143
"1110","00380000010UhsrAAC","a08C000000AyNFpIAN",FALSE,NA,"2011-05-05T22:41:27.000Z","00580000003U38wAAC","2013-11-05T02:02:18.000Z","005C0000003CMzbIAG","2013-11-05T02:02:18.000Z","","","","0018000000Y9of7AAB","12/20/2012",NA,NA,FALSE,"",0,"Salesforce","","Bachelor's (4-year)","5/5/2011","Withdrawn","","College","",2011,2,"",NA,NA,"",FALSE,"",TRUE,FALSE,NA,"0018000000Y9of7AAB","Humboldt State University","Public 4 yr",40,"Competitive",-0.48,4325,201143
"1111","00380000010UhsrAAC","a08C0000009bVlpIAE",FALSE,NA,"2011-02-07T17:27:37.000Z","00580000003U34WAAS","2013-11-05T02:02:17.000Z","005C0000003CMzbIAG","2013-11-05T02:02:17.000Z","","","","0018000000kxi35AAA","6/30/2011",9,12,FALSE,"",0,"Salesforce","","High School Diploma","9/7/2007","Graduated","","High School","",2011,4,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4325,201143
"1112","00380000010UhsRAAS","a0880000008xedIAAQ",FALSE,NA,"2010-08-27T20:16:00.000Z","00580000003U34WAAS","2013-10-28T22:25:08.000Z","005C0000003teDhIAI","2013-10-28T22:25:08.000Z","","","","0018000000kxhmEAAQ","6/28/2013",9,12,FALSE,"10/28/2013",1760,"Salesforce","","High School Diploma","9/1/2009","Graduated","","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4282,2013219
"1113","00380000010UhsRAAS","a08C000000bXzbbIAC",FALSE,NA,"2015-09-09T17:25:35.000Z","005C0000003teDhIAI","2015-09-09T17:25:35.000Z","005C0000003teDhIAI","2015-09-09T17:25:35.000Z","","","","0018000000Y9pQWAAZ","",NA,NA,FALSE,"9/9/2015",1760,"Salesforce","","Bachelor's (4-year)","9/9/2015","Attending","","College","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9pQWAAZ","Vassar College","Private 4 yr",93.6,"Most Competitive+",2.24,4282,2013219
"1114","00380000010UhsRAAS","a08C000000M1AzFIAV",FALSE,NA,"2013-05-16T00:27:52.000Z","005C0000003CDalIAG","2015-01-27T23:27:13.000Z","005C0000003teDhIAI","2015-01-27T23:27:13.000Z","","","","0018000000Y9pQWAAZ","12/19/2014",NA,NA,FALSE,"1/27/2015",1760,"Salesforce","","Bachelor's (4-year)","9/3/2013","Withdrawn","","College","",2013,2,"",NA,NA,"",FALSE,"",TRUE,FALSE,NA,"0018000000Y9pQWAAZ","Vassar College","Private 4 yr",93.6,"Most Competitive+",2.24,4282,2013219
"1115","00380000010UhsRAAS","a08C000000Y00wTIAR",FALSE,NA,"2015-01-27T23:27:40.000Z","005C0000003teDhIAI","2015-09-09T17:25:15.000Z","005C0000003teDhIAI","2015-09-09T17:25:15.000Z","","","","0018000000Y9oW4AAJ","8/1/2015",NA,NA,FALSE,"9/9/2015",1760,"Salesforce","","Associate's (2 year)","1/27/2015","Transferred out","","College","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oW4AAJ","East Los Angeles College","Public 2 yr",30.3,"2 year (Noncompetiti",0,4282,2013219
"1116","00380000010UhsRAAS","a0880000008xTLpAAM",FALSE,NA,"2010-08-25T18:00:13.000Z","00580000003U34WAAS","2012-12-19T15:37:35.000Z","005C0000003CMzbIAG","2012-12-19T15:37:36.000Z","","","","0018000000juv5cAAA","6/30/2009",5,8,FALSE,"",1760,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4282,2013219
"1117","00380000010UhssAAC","a0880000008xedhAAA",FALSE,NA,"2010-08-27T20:16:07.000Z","00580000003U34WAAS","2013-11-05T00:51:29.000Z","005C0000003CMzbIAG","2013-11-05T00:51:29.000Z","","","","0018000000kxhlxAAA","6/28/2011",9,12,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2007","Graduated","","High School","",2011,4,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4326,201144
"1118","00380000010UhssAAC","a0880000008xTMGAA2",FALSE,NA,"2010-08-25T18:00:17.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2007",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4326,201144
"1119","00380000010UhssAAC","a08C000000DntQdIAJ",FALSE,NA,"2012-07-11T01:44:49.000Z","005C0000003teDhIAI","2015-05-12T19:01:39.000Z","005C0000006wSJzIAM","2015-05-12T19:01:39.000Z","","","","0018000000Y9p9eAAB","",NA,NA,FALSE,"5/12/2015",0,"Salesforce","Withdrew from UCI due to grades.","Associate's (2 year)","7/10/2012","Attending","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p9eAAB","Santa Monica College","Public 2 yr",38.4,"2 year (Noncompetiti",0,4326,201144
"1120","00380000010UhssAAC","a08C000000AyNFzIAN",FALSE,NA,"2011-05-05T22:42:31.000Z","00580000003U38wAAC","2014-11-20T23:50:13.000Z","005C0000003teDhIAI","2014-11-20T23:50:13.000Z","","","","0018000000Y9pLIAAZ","6/30/2012",NA,NA,FALSE,"",0,"Salesforce","","Bachelor's (4-year)","5/5/2011","Transferred out","Social","College","",2011,3,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9pLIAAZ","University of California-Irvine","Public 4 yr",85.8,"Very Competitive",0.58,4326,201144
"1121","00380000010UhsSAAS","a08C000000B181bIAB",FALSE,NA,"2011-09-21T04:45:27.000Z","005C0000003CDalIAG","2014-11-21T01:01:27.000Z","005C0000003teDhIAI","2014-11-21T01:01:27.000Z","","","","0018000000Y9oLoAAJ","12/12/2012",NA,NA,FALSE,"",0,"Salesforce","","Bachelor's (4-year)","9/20/2011","Withdrawn","","College","",2011,3,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLoAAJ","California State University-Los Angeles","Public 4 yr",35.7,"Competitive",-1.83,4283,201173
"1122","00380000010UhsSAAS","a0880000008xTLqAAM",FALSE,NA,"2010-08-25T18:00:13.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2007",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4283,201173
"1123","00380000010UhsSAAS","a0880000008xedJAAQ",FALSE,NA,"2010-08-27T20:16:00.000Z","00580000003U34WAAS","2013-10-25T21:21:02.000Z","005C0000003CMzbIAG","2013-10-25T21:21:02.000Z","","","","0018000000kxhm8AAA","6/15/2011",9,NA,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2007","Graduated","","High School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4283,201173
"1124","00380000010UhstAAC","a0880000008xediAAA",FALSE,NA,"2010-08-27T20:16:07.000Z","00580000003U34WAAS","2013-11-01T23:17:32.000Z","005C0000003CMzbIAG","2013-11-01T23:17:32.000Z","","","","0018000000kxhm8AAA","6/28/2012",9,12,FALSE,"",1000,"Salesforce","","High School Diploma","9/1/2008","Graduated","","High School","",2012,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4327,201262
"1125","00380000010UhstAAC","a08C000000QPzIeIAL",FALSE,NA,"2013-11-14T18:46:04.000Z","005C0000003teDhIAI","2014-05-21T20:49:03.000Z","005C0000003teDhIAI","2014-05-21T20:49:03.000Z","","","","0018000000Y9p1qAAB","1/2/2014",NA,NA,FALSE,"11/14/2013",1000,"Salesforce","","Associate's (2 year)","8/23/2013","Transferred out","","College","",2012,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p1qAAB","Pasadena City College","Public 2 yr",38.8,"2 year (Noncompetiti",0,4327,201262
"1126","00380000010UhstAAC","a0880000008xTMHAA2",FALSE,NA,"2010-08-25T18:00:17.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2008",5,8,FALSE,"",1000,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2012,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4327,201262
"1127","00380000010UhstAAC","a08C000000DmzarIAB",FALSE,NA,"2012-05-09T22:09:48.000Z","005C0000003CDalIAG","2014-05-21T20:48:39.000Z","005C0000003teDhIAI","2014-05-21T20:48:39.000Z","","","","0018000000Y9oLoAAJ","",NA,NA,FALSE,"",1000,"Salesforce","","Bachelor's (4-year)","1/2/2014","Attending","","College","",2012,3,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLoAAJ","California State University-Los Angeles","Public 4 yr",35.7,"Competitive",-1.83,4327,201262
"1128","00380000010UhsTAAS","a08C000000Kv7EEIAZ",FALSE,NA,"2013-03-19T18:45:03.000Z","005C0000003CDalIAG","2014-10-03T23:34:21.000Z","005C0000006wSJzIAM","2014-10-03T23:34:21.000Z","","","","0018000000Y9pFFAAZ","",NA,NA,FALSE,"10/3/2014",1400,"Salesforce","","Bachelor's (4-year)","8/26/2013","Attending","","College","",2013,2,"",NA,NA,"",FALSE,"",TRUE,FALSE,NA,"0018000000Y9pFFAAZ","Syracuse University","Private 4 yr",81.1,"Highly Competitive",0.58,4284,2013037
"1129","00380000010UhsTAAS","a0880000008xTLrAAM",FALSE,NA,"2010-08-25T18:00:13.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2009",5,8,FALSE,"",1400,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4284,2013037
"1130","00380000010UhsTAAS","a0880000008xedKAAQ",FALSE,NA,"2010-08-27T20:16:00.000Z","00580000003U34WAAS","2013-08-23T21:38:11.000Z","005C0000003CMzbIAG","2013-08-23T21:38:11.000Z","","","","0018000000kxhm8AAA","6/6/2013",9,12,FALSE,"",1400,"Salesforce","","High School Diploma","9/1/2009","Graduated","","High School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4284,2013037
"1131","00380000010UhsuAAC","a08C000000M0g0MIAR",FALSE,NA,"2013-05-13T04:17:29.000Z","005C0000003CDalIAG","2014-08-26T17:40:01.000Z","005C0000006wSJzIAM","2014-08-26T17:40:01.000Z","","","","0018000000Y9p1qAAB","",NA,NA,FALSE,"8/26/2014",0,"Salesforce","","Associate's (2 year)","5/12/2013","Attending","","College","",2013,2,"",NA,NA,"Social Work",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p1qAAB","Pasadena City College","Public 2 yr",38.8,"2 year (Noncompetiti",0,4328,2013055
"1132","00380000010UhsuAAC","a0880000008xTMIAA2",FALSE,NA,"2010-08-25T18:00:17.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2009",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4328,2013055
"1133","00380000010UhsuAAC","a0880000008xedjAAA",FALSE,NA,"2010-08-27T20:16:07.000Z","00580000003U34WAAS","2013-11-01T20:49:59.000Z","005C0000003CMzbIAG","2013-11-01T20:49:59.000Z","","","","0018000000kxhm2AAA","6/28/2013",9,12,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2009","Graduated","","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4328,2013055
"1134","00380000010UhsUAAS","a0880000008xTLsAAM",FALSE,NA,"2010-08-25T18:00:13.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2009",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4285,2013218
"1135","00380000010UhsUAAS","a0880000008xedLAAQ",FALSE,NA,"2010-08-27T20:16:00.000Z","00580000003U34WAAS","2013-08-28T02:13:06.000Z","005C0000003CMzbIAG","2013-08-28T02:13:06.000Z","","","","0018000000kxhmWAAQ","6/7/2013",9,12,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2009","Graduated","","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4285,2013218
"1136","00380000010UhsUAAS","a08C000000X7QDuIAN",FALSE,NA,"2014-10-23T23:17:42.000Z","005C0000006wSJzIAM","2014-11-14T20:21:03.000Z","005C0000003teDhIAI","2014-11-14T20:21:03.000Z","","","","001C000001GW9gtIAD","",NA,NA,FALSE,"10/23/2014",0,"Salesforce","Leave of Absense for the Fall, well return back in the Spring.","Bachelor's (4-year)","9/1/2013","Other","","College","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"001C000001GW9gtIAD","St. Mary's College - Notre Dame","Private 4 yr",75.7,"Very Competitive",0,4285,2013218
"1137","00380000010UhsVAAS","a0880000008xTLtAAM",FALSE,NA,"2010-08-25T18:00:13.000Z","00580000003U34WAAS","2012-12-19T15:37:44.000Z","005C0000003CMzbIAG","2012-12-19T15:37:44.000Z","","","","0018000000juv5cAAA","6/30/2008",5,8,FALSE,"",0,"","","Certificate","9/1/2005","Graduated","","Middle School","",2012,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4286,201241
"1138","00380000010UhsVAAS","a08C000000WPKYbIAP",FALSE,NA,"2015-01-05T18:33:52.000Z","005C0000003teDhIAI","2015-05-27T17:05:29.000Z","005C0000003teDhIAI","2015-05-27T17:05:29.000Z","","","","0018000000Y9pU8AAJ","",NA,NA,FALSE,"1/5/2015",0,"Salesforce","","Bachelor's (4-year)","1/5/2015","Attending","","College","",2012,2,"5/12/2017",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9pU8AAJ","Whitman College","Private 4 yr",87,"Most Competitive",1.77,4286,201241
"1139","00380000010UhsVAAS","a08C000000Dn0ayIAB",FALSE,NA,"2012-05-11T05:05:20.000Z","005C0000003CDalIAG","2014-10-01T16:27:09.000Z","005C0000003uCviIAE","2014-10-01T16:27:09.000Z","","","","0018000000Y9pLLAAZ","6/30/2013",NA,NA,FALSE,"5/10/2012",0,"Salesforce","","Bachelor's (4-year)","5/10/2012","Transferred out","Academic","College","",2012,3,"",1.616,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9pLLAAZ","University of California-Riverside","Public 4 yr",66.2,"Competitive",-0.41,4286,201241
"1140","00380000010UhsVAAS","a08C000000NjugMIAR",FALSE,NA,"2013-08-18T18:44:41.000Z","005C0000003CDalIAG","2015-01-05T18:33:27.000Z","005C0000003teDhIAI","2015-01-05T18:33:27.000Z","","","","0018000000Y9oOyAAJ","12/12/2014",NA,NA,FALSE,"8/18/2013",0,"Salesforce","MR spoke with Victor and he confirmed he is taking 15 units this semester.","Associate's (2 year)","8/18/2013","Transferred out","","College","",2012,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oOyAAJ","Citrus College","Public 2 yr",36,"2 year (Noncompetiti",0,4286,201241
"1141","00380000010UhsVAAS","a0880000009YuPzAAK",FALSE,NA,"2010-10-25T17:18:36.000Z","00580000003U34WAAS","2013-10-29T00:56:39.000Z","005C0000003CDalIAG","2013-10-29T00:56:39.000Z","","","","0018000000m8dCdAAI","6/1/2012",10,12,FALSE,"10/28/2013",0,"Salesforce","","High School Diploma","8/17/2009","Graduated","","High School","",2012,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4286,201241
"1142","00380000010UhsVAAS","a0880000008xedMAAQ",FALSE,NA,"2010-08-27T20:16:00.000Z","00580000003U34WAAS","2013-10-29T00:55:56.000Z","005C0000003CDalIAG","2013-10-29T00:55:56.000Z","","","","0018000000kxhmWAAQ","8/24/2009",9,9,FALSE,"",0,"Salesforce","Goes to Garey Senior HS","High School Diploma","8/25/2008","Transferred out","Relocation","High School","",2012,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4286,201241
"1143","00380000010UhswAAC","a08C000000HTdUeIAL",FALSE,NA,"2012-09-24T17:21:41.000Z","005C0000003CDalIAG","2012-12-19T16:17:10.000Z","005C0000003CMzbIAG","2012-12-19T16:17:10.000Z","","","","001C000000vM6S9IAK","9/6/2011",NA,NA,FALSE,"9/24/2012",0,"Salesforce","Calpads confirmed enrollment and transfer.","GED","8/22/2011","Transferred out","Other","Alternative Program","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4331,2013225
"1144","00380000010UhswAAC","a08C000000HTdUjIAL",FALSE,NA,"2012-09-24T17:22:57.000Z","005C0000003CDalIAG","2012-12-19T16:17:10.000Z","005C0000003CMzbIAG","2012-12-19T16:17:10.000Z","","","","0018000000kxhm1AAA","9/21/2011",NA,NA,FALSE,"9/24/2012",0,"Salesforce","MR confirmed enrollment and transfer via Calpads.","High School Diploma","9/7/2011","Transferred out","Other","High School","",2013,1,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4331,2013225
"1145","00380000010UhswAAC","a0880000008zhjvAAA",FALSE,NA,"2010-09-29T19:46:38.000Z","00580000003U38uAAC","2012-12-19T15:44:23.000Z","005C0000003CMzbIAG","2012-12-19T15:44:23.000Z","","","","0018000000kxhm1AAA","6/30/2011",9,10,FALSE,"",0,"","Cal Pads has Anthony listed as transferred out.","High School Diploma","9/11/2009","Transferred out","Other","High School","",2013,1,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4331,2013225
"1146","00380000010UhswAAC","a08C000000RQM10IAH",FALSE,NA,"2013-12-17T18:53:01.000Z","005C0000003CDalIAG","2014-03-18T19:51:59.000Z","005C0000003CDalIAG","2014-03-18T19:51:59.000Z","","","","001C0000011Lc7aIAC","",NA,NA,FALSE,"3/18/2014",0,"Salesforce","","High School Diploma","8/14/2012","Attending","","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4331,2013225
"1147","00380000010UhswAAC","a08C000000HTdUoIAL",FALSE,NA,"2012-09-24T17:24:23.000Z","005C0000003CDalIAG","2013-09-26T15:30:21.000Z","005C0000003CDalIAG","2013-09-26T15:30:21.000Z","","","","001C000000vM6S9IAK","8/13/2012",NA,NA,FALSE,"9/24/2012",0,"Salesforce","","High School Diploma","7/9/2012","Transferred out","Other","Alternative Program","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4331,2013225
