caaspp_2015_ela_id,student_id,caaspp_2015_ela_testGradeLevel,caaspp_2015_ela_testTakenText,caaspp_2015_assessType,caaspp_2015_ela_testDate,caaspp_2015_ela_performanceLevel,caaspp_2015_ela_performanceLevelText,caaspp_2015_ela_scaleScore,caaspp_2015_ela_errorbandMin,caaspp_2015_ela_errorbandMax,caaspp_2015_ela_cluster1Text,caaspp_2015_ela_cluster1PerformanceLevel,caaspp_2015_ela_cluster1PerformanceLevelText,caaspp_2015_ela_cluster1ScaleScore,caaspp_2015_ela_cluster1errorbandMin,caaspp_2015_ela_cluster1errorbandMax,caaspp_2015_ela_cluster2Text,caaspp_2015_ela_cluster2PerformanceLevel,caaspp_2015_ela_cluster2PerformanceLevelText,caaspp_2015_ela_cluster2ScaleScore,caaspp_2015_ela_cluster2errorbandMin,caaspp_2015_ela_cluster2errorbandMax,caaspp_2015_ela_cluster3Text,caaspp_2015_ela_cluster3PerformanceLevel,caaspp_2015_ela_cluster3PerformanceLevelText,caaspp_2015_ela_cluster3ScaleScore,caaspp_2015_ela_cluster3errorbandMin,caaspp_2015_ela_cluster3errorbandMax,caaspp_2015_ela_cluster4Text,caaspp_2015_ela_cluster4PerformanceLevel,caaspp_2015_ela_cluster4PerformanceLevelText,caaspp_2015_ela_cluster4ScaleScore,caaspp_2015_ela_cluster4errorbandMin,caaspp_2015_ela_cluster4errorbandMax,caaspp_2015_assessYear,caaspp_2015_assessSubject,caaspp_2015_assessmentGuid,caaspp_2015_assessmentLocationID,caaspp_2015_assessmentLocation,caaspp_2015_assessmentLevel,caaspp_2015_ela_accomASL,caaspp_2015_ela_accomNoiseBuffer,caaspp_2015_ela_accomPrintOnDemandItems,caaspp_2015_ela_accomBraille,caaspp_2015_ela_accomClosedCaptioning,caaspp_2015_ela_accomTextToSpeech,caaspp_2015_ela_accomAbacus,caaspp_2015_ela_accomAlternateResponseOptions,caaspp_2015_ela_accomCalc,caaspp_2015_ela_accomMultiplicationTable,caaspp_2015_ela_accomPrintOnDemand,caaspp_2015_ela_accomReadAloud,caaspp_2015_ela_accomScribe,caaspp_2015_ela_accomSpeechToText,caaspp_2015_ela_accomStreamLineMode
425,6714,3,Grade 3 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2335,2305,2365,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
232,6944,4,Grade 4 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2551,2527,2575,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1345,13915,5,Grade 5 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2574,2550,2598,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1331,12487,5,Grade 5 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2461,2437,2485,Reading,2,At/Near Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
567,7192,4,Grade 4 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2603,2578,2628,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1062,14560,5,Grade 5 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2338,2310,2366,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1691,14195,5,Grade 5 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2459,2435,2483,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
312,6659,3,Grade 3 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2311,2284,2338,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
270,6921,4,Grade 4 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2499,2474,2524,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
61,6571,4,Grade 4 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2565,2541,2589,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
75,6647,3,Grade 3 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2425,2403,2447,Reading,2,At/Near Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
50,6647,3,Grade 3 ELA Interim Comprehensive,INTERIM COMPREHENSIVE,3/16/2015,2,Level 2,2393,2371,2414,Reading,1,Below Standard,2304,2261,2348,Writing,2,At/Near Standard,2455,2416,2495,Listening,2,At/Near Standard,2509,2448,2569,Research & Inquiry,2,At/Near Standard,2317,2234,2400,2015,ELA,784d13f0-b2ed-11e4-868a-406c8f57365f,ca-f212-3,,3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1899,6441,5,Grade 5 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2681,2652,2701,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1439,14816,5,Grade 5 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2588,2563,2613,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2092,14601,5,Grade 5 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2406,2382,2430,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
280,6670,3,Grade 3 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2482,2460,2504,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
943,14832,5,Grade 5 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2430,2405,2455,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1910,6483,5,Grade 5 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2615,2590,2640,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
609,7102,4,Grade 4 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2528,2503,2553,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1083,14959,5,Grade 5 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2377,2351,2403,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2260,14433,5,Grade 5 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2468,2443,2493,Reading,2,At/Near Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
160,6598,3,Grade 3 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2506,2484,2528,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
147,6638,3,Grade 3 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2310,2284,2336,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1218,14918,6,Grade 6 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2512,2482,2542,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
630,6527,4,Grade 4 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2600,2572,2628,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
916,14564,5,Grade 5 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2571,2546,2596,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
328,6698,3,Grade 3 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2517,2495,2539,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
224,6757,3,Grade 3 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2490,2467,2513,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
506,6480,4,Grade 4 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2514,2489,2539,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1484,14628,5,Grade 5 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2588,2563,2613,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1938,6439,5,Grade 5 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2701,2668,2701,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1954,6438,5,Grade 5 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2615,2592,2638,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
274,6898,4,Grade 4 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2606,2581,2631,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
568,7128,3,Grade 3 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2483,2460,2506,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
297,6912,4,Grade 4 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2370,2344,2396,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
35,6642,3,Grade 3 ELA Interim Comprehensive,INTERIM COMPREHENSIVE,3/16/2015,4,Level 4,2519,2495,2543,Reading,2,At/Near Standard,2485,2449,2521,Writing,3,Above Standard,2568,2516,2621,Listening,2,At/Near Standard,2449,2392,2505,Research & Inquiry,3,Above Standard,2585,2535,2635,2015,ELA,784d13f0-b2ed-11e4-868a-406c8f57365f,ca-f212-3,,3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
88,6642,3,Grade 3 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2549,2525,2573,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
565,7044,4,Grade 4 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2525,2502,2548,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1245,14764,5,Grade 5 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2564,2540,2588,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1454,14510,5,Grade 5 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2456,2431,2481,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
400,10920,3,Grade 3 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2448,2427,2469,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2294,3281,8,Grade 8 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2480,2454,2506,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
352,6666,3,Grade 3 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2497,2475,2519,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
116,6595,3,Grade 3 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2528,2506,2550,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1109,14556,5,Grade 5 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2568,2543,2593,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1644,14949,5,Grade 5 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2550,2526,2574,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
579,7070,4,Grade 4 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2371,2346,2396,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
526,6461,4,Grade 4 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2525,2500,2550,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
515,7193,4,Grade 4 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2475,2450,2500,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
753,15205,5,Grade 5 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2486,2462,2510,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
55,7002,4,Grade 4 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2493,2470,2516,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
159,6743,3,Grade 3 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2417,2394,2440,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
399,6569,4,Grade 4 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2526,2501,2551,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2273,13472,6,Grade 6 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2561,2535,2587,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1956,11237,5,Grade 5 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2539,2514,2564,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1943,13777,5,Grade 5 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2539,2514,2564,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1317,6469,5,Grade 5 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2630,2605,2655,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1598,14426,5,Grade 5 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2567,2543,2591,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1378,6431,5,Grade 5 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2587,2563,2611,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
278,11575,4,Grade 4 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2621,2594,2648,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
432,6654,3,Grade 3 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2567,2542,2592,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
